id;num_tombamento;denominacao;id_marca_produto;id_material;id_unidade_resp_atual;valor;data_inicio_uso;ano_balanco
191598;1043177;CARRO COLETOR DE LIXO;30272;11984;197;788.300.000;11/02/2020;2020
191597;1043176;LIQUIDIFICADOR INDUSTRIAL 10L;33571;11864;197;719.850.000;11/02/2020;2020
191596;1043175;LIQUIDIFICADOR INDUSTRIAL 10L;33571;11864;197;719.850.000;11/02/2020;2020
191595;1043174;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191594;1043173;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191593;1043172;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191592;1043171;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191591;1043170;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191590;1043169;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191589;1043168;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191588;1043167;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191587;1043166;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191586;1043165;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191585;1043164;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191584;1043163;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191583;1043162;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191582;1043161;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191581;1043160;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191580;1043159;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191579;1043158;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191578;1043157;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191577;1043156;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191576;1043155;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191575;1043154;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191574;1043153;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191573;1043152;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191572;1043151;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191571;1043150;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191570;1043149;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191569;1043148;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191568;1043147;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191567;1043146;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191566;1043145;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191565;1043144;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191564;1043143;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191563;1043142;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191562;1043141;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191561;1043140;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191560;1043139;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191559;1043138;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191558;1043137;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191557;1043136;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191556;1043135;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191555;1043134;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191554;1043133;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191553;1043132;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191552;1043131;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191551;1043130;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191550;1043129;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191549;1043128;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191548;1043127;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191547;1043126;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191546;1043125;LICENÃ‡A WINDOWS SERVER CAL 2016;31969;11153;319;43.300.000;12/10/2020;2020
191545;1043124;EQUAÃ‡Ã•ES DIFERENCIAIS;33639;5183;674;101.450.000;31/01/2020;2020
191544;1043123;EQUAÃ‡Ã•ES DIFERENCIAIS;33639;5183;674;101.450.000;31/01/2020;2020
191543;1043122;LIQUIDIFICADOR;32973;8246;197;526.850.000;11/02/2020;2020
191542;1043121;CÃLCULO: VOLUME II (2012);30147;11389;674;122.290.000;31/01/2020;2020
191541;1043120;CÃLCULO - VOLUME II (2014);29984;11388;674;128.850.000;31/01/2020;2020
191540;1043119;MEDIDOR DE UMIDADE;33638;11986;188;12.938.250.000;11/02/2020;2020
191539;1043118;FREEZER HORIZONTAL;30978;8578;197;1.683.400.000;11/02/2020;2020
191538;1043117;LIVRO: TRIGO DO PLANTIO Ã€ COLHEITA - ALUÃZIO BORÃ‰M E PEDRO LUIZ SCHEEREN - EDITORA UFV. ;32900;3553;348;39.700.000;11/02/2020;2020
191537;1043116;LIVRO: A SECAGEM DE SEMENTES - 2Âº EDIÃ‡ÃƒO - NELSON MOREIRA DE CARVALHO -;31195;3553;348;38.500.000;11/02/2020;2020
191536;1043115;LIVRO: PRODUÃ‡ÃƒO DE SEMENTES DE HORTALIÃ‡AS - VOLUME 1 - WARLEY MARCOS NASCIMENTO. EDITORA EMBRAPA;30994;3553;348;50.550.000;11/02/2020;2020
191535;1043114;LIVRO: PLANEJAMENTO E ANÃLISE ESTATÃSTICA DE EXPERIMENTOS AGRONÃ”MICOS - DÃ‰CIO BARDIN - 2Âº EDIÃ‡ÃƒO ;31910;3553;348;115.500.000;11/02/2020;2020
191534;1043113;LIVRO: MELHORAMENTOS DE PKANTAS - 7Âº EDIÃ‡ÃƒO - EDITORA UFV - ALUÃZIO BORÃ‰M ENTRE OUTROS. ;32900;3553;348;111.900.000;11/02/2020;2020
191533;1043112;LIVRO: MANUAL DE FITOPATOLOGIA - VOLUME 1 - PRINCÃPIOS E CONCEITOS - 5Âº EDIÃ‡ÃƒO - LILIAN AMORIM ENTRE OUTROS ;30157;3553;348;231.000.000;11/02/2020;2020
191532;1043111;LIVRO: IRRIGAÃ‡ÃƒO - PRINCÃPIOS E MÃ‰TODOS - 3Âº EDIÃ‡ÃƒO - EVERARDO CHARTUNI MANTOVANI ENTRE OUTROS - EDITORA UFV;32900;3553;348;68.600.000;11/02/2020;2020
191531;1043110;LIVRO: IRRIGAÃ‡ÃƒO - PRINCÃPIOS E MÃ‰TODOS - 3Âº EDIÃ‡ÃƒO - EVERARDO CHARTUNI MANTOVANI ENTRE OUTROS - EDITORA UFV;32900;3553;348;68.600.000;11/02/2020;2020
191530;1043109;LIVRO: GUIA DE HERBICIDAS - 7Âº EDIÃ‡ÃƒO - BENEDITO NOEDI RODRIGUES E FERNANDO SOUSA DE ALMEIDA ;33562;3553;348;64.950.000;11/02/2020;2020
191529;1043108;LIVRO: GUIA DE HERBICIDAS - 7Âº EDIÃ‡ÃƒO - BENEDITO NOEDI RODRIGUES E FERNANDO SOUSA DE ALMEIDA ;33328;3553;348;64.950.000;11/02/2020;2020
191528;1043107;LIVRO: GIRASSOL DO PLANTIO Ã€ COLHEITA - LEONARDO PIMENTEL E ALUÃZIO BORÃ‰M - EDITORA UFV ;32900;3553;348;75.050.000;11/02/2020;2020
191527;1043106;LIVRO: GESTÃƒO AMBIENTAL NA AGROPECUÃRIA - VOLUME 2 - EMBRAPA - JULIO CESAS PASCALE PALHARES E LUCIANO GEBLER. ;30994;3553;348;32.500.000;11/02/2020;2020
191526;1043105;LIVRO: GESTÃƒO AMBIENTAL NA AGROPECUÃRIA - VOLUME 2 - EMBRAPA - JULIO CESAS PASCALE PALHARES E LUCIANO GEBLER. ;30995;3553;348;32.500.000;11/02/2020;2020
191525;1043104;LIVRO: FUNDAMENTOS DE TOPOGRAFIA - SÃ‰RIE TEKNE - EDITORA BOOKMAN - MARCELO TULER E SÃ‰RGIO SARAIVA - 2Âº REIMPRESSÃƒO. ;29984;3553;348;76.500.000;11/02/2020;2020
191524;1043103;LIVRO: FUNDAMENTOS DE TOPOGRAFIA - SÃ‰RIE TEKNE - EDITORA BOOKMAN - MARCELO TULER E SÃ‰RGIO SARAIVA - 2Âº REIMPRESSÃƒO. ;29984;3553;348;76.500.000;11/02/2020;2020
191523;1043102;LIVRO: EXPERIMENTAÃ‡ÃƒO VEGETAL - 3Âº EDIÃ‡ÃƒO, 2Âº REIMPRESSÃƒO - LINDOLGO STORCK ENTRE OUTROS - EDITORA UFSM. ;32899;3553;348;25.250.000;11/02/2020;2020
191522;1043101;LIVRO: EXPERIMENTAÃ‡ÃƒO VEGETAL - 3Âº EDIÃ‡ÃƒO, 2Âº REIMPRESSÃƒO - LINDOLGO STORCK ENTRE OUTROS - EDITORA UFSM. ;32899;3553;348;25.250.000;11/02/2020;2020
191521;1043100;LIVRO: EXPERIMENTAÃ‡ÃƒO VEGETAL - 3Âº EDIÃ‡ÃƒO, 2Âº REIMPRESSÃƒO - LINDOLGO STORCK ENTRE OUTROS - EDITORA UFSM. ;32899;3553;348;25.250.000;11/02/2020;2020
191520;1043099;LIVRO: ESTATÃSTICA APLICADA Ã€ PESQUISA AGRÃCOLA - 2Âº EDIÃ‡ÃƒO REVISTA E AMPLIADA - FRANCISCO JOSÃ‰ PFEISTICKER ZIMMERMANN. ;30994;3553;348;43.300.000;11/02/2020;2020
191519;1043098;LIVRO: DIMENSIONAMENTO E PLANEJAMENTO DE MÃQUINAS E IMPLEMENTOS AGRÃCOLAS - DAVID PERES DA ROSA - PACO EDITORIAL. ;32190;3553;348;16.520.000;11/02/2020;2020
191518;1043097;LIVRO: CULTIVO DE SOJA E MILHO EM TERRAS BAIXAS DO RIO GRANDE DO SUL - BEATRIZ MARTINI EMUGDIO ENTRE OUTROS - EMBRAPA - ;30994;3553;348;28.850.000;11/02/2020;2020
191517;1043096;LIVRO:  COLHEITA DE GRÃƒOS MECANIZADA - IMPLEMENTOS, MANUTENÃ‡ÃƒO E REGULAGEM - JOSÃ‰ ANTONIO PORTELLA - EDITORA APRENDA FÃCIL. ;29725;3553;348;38.500.000;11/02/2020;2020
191516;1043095;LIVRO: BOTÃ‚NICA ORGANOGRAFIA - QUADROS SINÃ“TICOS ILUSTRADOS DE FONERÃ“GAMOS - WALDOMIRO NUNES VIDAL  E MARIA ROSÃRIA RODRIGUES VIDAL - 4Âº EDIÃ‡ÃƒO ;32900;3553;348;36.100.000;11/02/2020;2020
191515;1043094;LIVRO: ANATOMIA VEGETAL - 3Âº EDIÃ‡ÃƒO - BEATRIZ APPEZZATO DA GLÃ“RIA - SANDRA MARIA CARMELLO GUERREIRO - EDITORA UFV ;32900;3553;348;132.100.000;11/02/2020;2020
191514;1043093;LIVRO: AGROECOLOGIA: BASES CIENTÃFICAS PARA UMA AGRICULTURA SUSTENTÃVEL - MIGUEL ALTIERI - EXPRESSÃƒO POPULAR - 3Âº EDIÃ‡ÃƒO. ;33148;3553;348;30.300.000;11/02/2020;2020
191513;1043092;LIVRO: AGROECOLOGIA: BASES CIENTÃFICAS PARA UMA AGRICULTURA SUSTENTÃVEL - MIGUEL ALTIERI - EXPRESSÃƒO POPULAR - 3Âº EDIÃ‡ÃƒO. ;33148;3553;348;30.300.000;11/02/2020;2020
191512;1043091;LIVRO: AGROECOLOGIA - CAMINHOS DE PRESERVAÃ‡ÃƒO DO AGRICULTOR E DO MEIO AMBIENTE - EDITORA VOZES - JURANDIR ZAMBERLAM & ALCEU FRONCHETI - 2Âº REIMPRESSÃƒO;33328;3553;348;38.470.000;11/02/2020;2020
191511;1043090;LIVRO: AGROECOLOGIA - CAMINHOS DE PRESERVAÃ‡ÃƒO DO AGRICULTOR E DO MEIO AMBIENTE - EDITORA VOZES - JURANDIR ZAMBERLAM & ALCEU FRONCHETI - 2Âº REIMPRESSÃƒO;33328;3553;348;38.470.000;11/02/2020;2020
191510;1043089;LIVRO: ADUBAÃ‡ÃƒO VERDE E PLANTAS DE COBERTURA NO BRASIL - FUNDAMENTOS E PRÃTICAS - EDITORA EMBRAPA - OSCAR FONTÃƒO DE LIMA FILHO, ENTRE OUTROS - VOLUME 1;30994;3553;348;50.550.000;11/02/2020;2020
191509;1043088;LIVRO: ADUBAÃ‡ÃƒO VERDE E PLANTAS DE COBERTURA NO BRASIL - FUNDAMENTOS E PRÃTICAS - EDITORA EMBRAPA - OSCAR FONTÃƒO DE LIMA FILHO, ENTRE OUTROS - VOLUME 1;30994;3553;348;50.550.000;11/02/2020;2020
191508;1043087;LIVRO;30994;3553;348;43.300.000;11/02/2020;2020
191507;1043086;LIVRO DIDÃTICO: ADUBAÃ‡ÃƒO VERDE E PLANTAS DE COBERTURA NO BRASIL - FUNDAMENTOS E PRÃTICAS - VOLUME 2 - OSCAR FONTÃƒO ENTRE OUTROS - EMBRAPA. ;30994;3553;348;43.300.000;11/02/2020;2020
191506;1043085;A ORGANIZAÃ‡ÃƒO DO CURRÃCULO POR PROJETOS DE TRABALHO: O CONHECIMENTO Ã‰ UM CALEIDOSCÃ“PIO;33330;11352;674;44.920.000;31/01/2020;2020
191505;1043084;A ORGANIZAÃ‡ÃƒO DO CURRÃCULO POR PROJETOS DE TRABALHO: O CONHECIMENTO Ã‰ UM CALEIDOSCÃ“PIO;33330;11352;674;44.920.000;31/01/2020;2020
191504;1043083;MATEMÃTICA CONTEXTO E APLICAÃ‡Ã•ES VOLUME ÃšNICO;29795;11351;674;164.180.000;31/01/2020;2020
191503;1043082;CAMINHOS PARA A INCLUSÃƒO: UM GUIA PARA O APRIMORAMENTO DA EQUIPE ESCOLAR;29767;11350;674;67.700.000;31/01/2020;2020
191502;1043081;PROFESSOR REFLEXIVO NO BRASIL: GÃŠNESE E CRÃTICA DE UM CONCEITO;30257;11331;674;33.820.000;31/01/2020;2020
191501;1043080;FORMAÃ‡ÃƒO DE PROFESSORES DE CIÃŠNCIAS: TENDÃŠNCIAS E INOVAÃ‡Ã•ES;30257;11330;674;23.400.000;31/01/2020;2020
191500;1043079;MESA RETANGULAR PARA AUDITÃ“RIO 1600X800X740 MM.;33629;9985;347;635.250.000;11/02/2020;2020
191499;1043078;MESA RETANGULAR PARA AUDITÃ“RIO 1600X800X740 MM.;33629;9985;345;635.250.000;11/02/2020;2020
191498;1043077;MESA RETANGULAR PARA AUDITÃ“RIO 1600X800X740 MM.;33629;9985;347;635.250.000;11/02/2020;2020
191497;1043076;MESA RETANGULAR PARA AUDITÃ“RIO 1600X800X740 MM.;33629;9985;347;635.250.000;11/02/2020;2020
191496;1043075;EDUCAÃ‡ÃƒO DE JOVENS E ADULTOS: PRÃTICA PEDAGÃ“GICA E FORTALECIMENTO DA CIDADANIA;30257;11329;674;31.260.000;31/01/2020;2020
191495;1043074;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191494;1043073;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191493;1043072;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191492;1043071;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191491;1043070;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191490;1043069;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191489;1043068;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;345;587.100.000;11/02/2020;2020
191488;1043067;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191487;1043066;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191486;1043065;MESA DE TRABALHO RETANGULAR 1400X600X740 MM;33629;9984;347;587.100.000;11/02/2020;2020
191485;1043064;EMBUTIDORA ALIMENTÃCIA;30460;11758;207;1.659.130.000;11/02/2020;2020
191484;1043063;ROÃ‡ADEIRA ACOPLÃVEL AO HIDRÃULICO DO TRATOR, QUANTIDADE DUAS FACAS, TIPO CORTE REVERSÃVEL E DUPLO, MODELO BB72, SÃ‰RIE NÂº 1422BR, MARCA WOODS.;33637;7492;207;10.491.250.000;07/02/2020;2020
191483;1043062;PRÃTICAS INOVADORAS NA FORMAÃ‡ÃƒO DE PROFESSORES;33286;11328;674;38.990.000;31/01/2020;2020
191482;1043061;PROJETO POLÃTICO-PEDAGÃ“GICO DA ESCOLA: UMA CONSTRUÃ‡ÃƒO POSSÃVEL;33286;11327;674;32.220.000;31/01/2020;2020
191481;1043060;EQUAÃ‡Ã•ES DIFERENCIAIS - VOLUME 1;32220;11208;674;78.060.000;31/01/2020;2020
191480;1043059;EQUAÃ‡Ã•ES DIFERENCIAIS - VOLUME 1;32220;11208;674;78.060.000;31/01/2020;2020
191479;1043058;EQUAÃ‡Ã•ES DIFERENCIAIS - VOLUME 1;32220;11208;674;78.060.000;31/01/2020;2020
191478;1043057;FUNDAMENTOS DE FÃSICA CONCEITUAL;29984;11207;674;152.930.000;31/01/2020;2020
191477;1043056;CÃ‚MARA CLIMÃTICA COM FOTOPERÃODO;32645;11983;188;3.670.600.000;05/02/2020;2020
191476;1043055;PIA DE ASSEPSIA. MEDIDAS 500 X 400 X 200MM;33636;11995;305;1.058.750.000;10/02/2020;2020
191475;1043054;PIA DE ASSEPSIA. MEDIDAS 500 X 400 X 200MM;33636;11995;305;1.058.750.000;10/02/2020;2020
191474;1043053;PIA DE ASSEPSIA. MEDIDAS 500 X 400 X 200MM;33636;11995;305;1.058.750.000;10/02/2020;2020
191473;1043052;PIA DE ASSEPSIA. MEDIDAS 500 X 400 X 200MM;33636;11995;305;1.058.750.000;10/02/2020;2020
191472;1043051;CONDUTIVÃMETRO DIGITAL PORTÃTIL, MODELO AK51-V4, MARCA AKSO;33348;11470;188;263.250.000;05/02/2020;2020
191471;1043050;MATEMÃTICA APLICADA Ã€S CIÃŠNCIAS AGRÃRIAS: ANÃLISE DE DADOS E MODELOS;32900;11206;674;106.420.000;31/01/2020;2020
191470;1043049;ANÃLISE MULTIVARIADA DE DADOS - 6Âª EDIÃ‡ÃƒO;29984;11205;674;156.180.000;31/01/2020;2020
191469;1043048;NOÃ‡Ã•ES DE PROBABILIDADE E ESTATÃSTICA. 7Âª ED.;30964;11202;674;33.820.000;31/01/2020;2020
191468;1043047;NOÃ‡Ã•ES DE PROBABILIDADE E ESTATÃSTICA. 7Âª ED.;30964;11202;674;33.820.000;31/01/2020;2020
191467;1043046;APRENDENDO A ENSINAR: O CAMINHO NADA SUAVE DA DOCÃŠNCIA;29828;11201;674;16.910.000;31/01/2020;2020
191466;1043045;CILINDRO PARA MASSA;31228;11998;305;2.844.550.000;10/02/2020;2020
191465;1043044;MIXER 700W.;32252;11825;305;244.350.000;10/02/2020;2020
191464;1043043;REFRIGERADOR EXPOSITOR.;31178;11999;305;2.310.950.000;10/02/2020;2020
191463;1043042;INJETOR POE (POWER INJECTOR) - MODELO (Z) SPECIAL: 341-100456-02;30194;11945;360;370.000.000;10/02/2020;2020
191462;1043041;INJETOR POE (POWER INJECTOR) - MODELO (Z) SPECIAL: 341-100456-02;30194;11945;360;370.000.000;10/02/2020;2020
191461;1043040;INJETOR POE (POWER INJECTOR) - MODELO (Z) SPECIAL: 341-100456-02;30194;11945;360;370.000.000;10/02/2020;2020
191460;1043039;PONTO DE ACESSO ( ACCESS POINT ) - CISCO - MODELO AIR-AP1832I-Z-K9;30194;1691;360;3.126.500.000;10/02/2020;2020
191459;1043038;PONTO DE ACESSO ( ACCESS POINT ) - CISCO - MODELO AIR-AP1832I-Z-K9;30194;1691;360;3.126.500.000;10/02/2020;2020
191458;1043037;PONTO DE ACESSO ( ACCESS POINT ) - CISCO - MODELO AIR-AP1832I-Z-K9;30194;1691;360;3.126.500.000;10/02/2020;2020
191457;1043036;BALANÃ‡A SEMI-ANALÃTICA MODELO AD200S;31850;11842;188;3.245.750.000;05/02/2020;2020
191456;1043035;UM CURSO DE CÃLCULO - VOLUME 1;31756;11200;674;126.910.000;31/01/2020;2020
191455;1043034;ARMÃRIO ALTO 2 PORTAS 110MM X 160MM - COR CINZA - MARCA BORTOLINI ;29991;11885;345;648.300.000;10/02/2020;2020
191454;1043033;COMPRESSOR DE AR DIRETO - 1/3 CV - BIVOLT - DESLOCAMENTO DE AR 65L/M - PRESSÃƒO 40 LBF/POLÂ² - 2.8 BAR - MARCA MOTOMIL JETMAIS - ;32029;6141;347;497.800.000;10/02/2020;2020
191453;1043032;MEDIDOR DE OXIGÃŠNIO DISSOLVIDO DIGITAL PORTÃTIL - MODELO MO-900 - MARCA INSTRUTHERM;31482;12004;347;1.860.990.000;10/02/2020;2020
191452;1043031;CÃLCULO NUMÃ‰RICO (COM APLICAÃ‡Ã•ES);31344;11199;674;105.450.000;31/01/2020;2020
191451;1043030;CÃLCULO NUMÃ‰RICO (COM APLICAÃ‡Ã•ES);31344;11199;674;105.450.000;31/01/2020;2020
191450;1043029;MESA EM L 1600 X 1600 X 600 X 600 X 740 S/ GAVETEIRO;33629;12007;97;903.800.000;07/02/2020;2020
191449;1043028;MESA EM L 1600 X 1600 X 600 X 600 X 740 S/ GAVETEIRO;33629;12007;97;903.800.000;07/02/2020;2020
191448;1043027;GAVETEIRO VOLANTE C/ 03 GAVETAS 400 X 450X 600;33629;12006;97;557.300.000;07/02/2020;2020
191447;1043026;GAVETEIRO VOLANTE C/ 03 GAVETAS 400 X 450X 600;33629;12006;97;557.300.000;07/02/2020;2020
191446;1043025;MESA RETA 1600 X 600 X 740;33629;12005;97;635.250.000;07/02/2020;2020
191445;1043024;GAVETEIRO VOLANTE C/ 03 GAVETAS 400 X 450X 600;33629;12006;97;289.500.000;07/02/2020;2020
191444;1043023;GAVETEIRO VOLANTE C/ 03 GAVETAS 400 X 450X 600;33629;12006;97;289.500.000;07/02/2020;2020
191443;1043022;MESA RETA 1600 X 600 X 740;33629;12005;97;660.000.000;07/02/2020;2020
191442;1043021;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191441;1043020;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191440;1043019;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191439;1043018;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191438;1043017;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191437;1043016;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191436;1043015;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191435;1043014;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191434;1043013;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191433;1043012;MICROCOMPUTADOR OPTIPLEX 7070;30349;11752;129;5.030.470.000;07/02/2020;2020
191432;1043011;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191431;1043010;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191430;1043009;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191429;1043008;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191428;1043007;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191427;1043006;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191426;1043005;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191425;1043004;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191424;1043003;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191423;1043002;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191422;1043001;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191421;1043000;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191420;1042999;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191419;1042998;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191418;1042997;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191417;1042996;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191416;1042995;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191415;1042994;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191414;1042993;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191413;1042992;"MONITOR 23""";30349;10944;129;259.290.000;07/02/2020;2020
191412;1042991;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
191411;1042990;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
191410;1042989;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
191409;1042988;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
191408;1042987;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
191407;1042986;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
191406;1042985;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32442;12003;684;318.350.000;07/02/2020;2020
