id;num_tombamento;denominacao;id_marca_produto;id_material;id_unidade_resp_atual;valor;data_inicio_uso;ano_balanco
193932;1045511;MICROFONE DE MESA;33615;11736;305;251.180.000;28/07/2020;2020
193931;1045510;GAVETEIRO VOLANTE C/ 03 GAVETAS 400 X 450X 600;33629;12006;424;579.000.000;24/07/2020;2020
193930;1045509;MESA DE REUNIÃƒO REDONDA;33629;1578;424;668.000.000;24/07/2020;2020
193929;1045508;MESA DE REUNIÃƒO REDONDA;33629;1578;424;668.000.000;24/07/2020;2020
193928;1045507;MESA PARA SERVIDOR 140CM;33629;12243;424;610.000.000;24/07/2020;2020
193927;1045506;MESA DE REUNIÃƒO REDONDA;33629;1578;424;668.000.000;24/07/2020;2020
193926;1045505;MESA DE REUNIÃƒO REDONDA;33629;1578;424;668.000.000;24/07/2020;2020
193925;1045504;ARMÃRIO ALTO 2 PORTAS 110MM X 160MM;29991;11885;383;673.550.000;22/07/2020;2020
193924;1045503;ARMÃRIO ALTO 2 PORTAS 110MM X 160MM;29991;11885;383;673.550.000;22/07/2020;2020
193923;1045502;PROJETOR;31019;1678;383;3.650.000.000;22/07/2020;2020
193922;1045501;CONJUNTO LONGARINA 03 LUGARES;32286;11671;383;970.200.000;22/07/2020;2020
193921;1045500;ARMÃRIO ALTO COM 02 PORTAS;29991;12242;424;673.540.000;20/07/2020;2020
193920;1045499;ARMÃRIO BAIXO FECHADO 800MMX478MMX740MM;29991;10246;424;372.380.000;20/07/2020;2020
193919;1045498;DISTRIBUIDOR DE CALCÃRIO;31815;12203;482;4.798.000.000;24/07/2020;2020
193918;1045497;ARMÃRIO BAIXO FECHADO 800MMX478MMX740MM;29991;10246;424;372.380.000;15/07/2020;2020
193917;1045496;ARMÃRIO ALTO COM 02 PORTAS;29991;12242;424;673.540.000;15/07/2020;2020
193916;1045495;MESA DE INOX PARA MANIPULAÃ‡ÃƒO DE ALIMENTOS;29765;12241;424;1.089.360.000;15/07/2020;2020
193915;1045494;MESA DE INOX PARA MANIPULAÃ‡ÃƒO DE ALIMENTOS;29765;12241;424;1.089.360.000;15/07/2020;2020
193914;1045493;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193913;1045492;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193912;1045491;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193911;1045490;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193910;1045489;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193909;1045488;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193908;1045487;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193907;1045486;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193906;1045485;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193905;1045484;MESA INOX COM PRATELEIRA INFERIOR;29765;12240;424;1.035.720.000;15/07/2020;2020
193904;1045483;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193903;1045482;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193902;1045481;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193901;1045480;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193900;1045479;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193899;1045478;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193898;1045477;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193897;1045476;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193896;1045475;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193895;1045474;ESTANTE EM AÃ‡O INOXIDÃVEL;33699;12230;424;988.990.000;09/07/2020;2020
193894;1045473;MEDIDOR MULTIPARAMETROS;31342;11501;146;11.498.000.000;22/07/2020;2020
193893;1045472;GPS AGRICOLA;33698;11557;168;7.993.850.000;22/07/2020;2020
193892;1045471;MICROFONE;33694;5528;185;1.199.640.000;21/07/2020;2020
193891;1045470;PROJETOR MÃ“VEL;31019;1676;185;3.650.000.000;21/07/2020;2020
193890;1045469;PASS THROUGH AQUECIDO;29938;12194;197;4.488.960.000;07/07/2020;2020
193889;1045468;PASS THROUGH REFRIGERADO;29938;12193;197;4.179.730.000;07/07/2020;2020
193888;1045467;CARRO PLATAFORMA C/ 02 PLANOS;29938;12192;197;679.710.000;07/07/2020;2020
193887;1045466;CARRO PLATAFORMA C/ 02 PLANOS;29938;12192;197;679.710.000;07/07/2020;2020
193886;1045465;CARRO PLATAFORMA C/ 02 PLANOS;29938;12192;197;679.710.000;07/07/2020;2020
193885;1045464;CARRO PLATAFORMA C/ 02 PLANOS;29938;12192;197;679.710.000;07/07/2020;2020
193884;1045463;CARRO PLATAFORMA C/ 02 PLANOS;29938;12192;197;679.710.000;07/07/2020;2020
193883;1045462;CARRO PLATAFORMA C/ 01 PLANO;29938;12191;197;749.990.000;07/07/2020;2020
193882;1045461;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193881;1045460;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193880;1045459;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193879;1045458;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193878;1045457;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193877;1045456;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193876;1045455;CARRO COLETOR DE LIXO;29938;11984;197;799.990.000;07/07/2020;2020
193875;1045454;AGITADOR MAGNÃ‰TICO COM AQUECIMENTO;30189;1412;265;1.165.000.000;20/07/2020;2020
193874;1045453;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193873;1045452;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193872;1045451;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193871;1045450;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193870;1045449;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193869;1045448;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193868;1045447;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193867;1045446;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193866;1045445;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193865;1045444;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193864;1045443;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193863;1045442;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193862;1045441;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193861;1045440;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193860;1045439;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193859;1045438;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193858;1045437;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193857;1045436;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193856;1045435;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193855;1045434;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193854;1045433;CADEIRA FIXA DE APROXIMAÃ‡ÃƒO S/ BRAÃ‡O;32286;10242;265;350.280.000;20/07/2020;2020
193853;1045432;PROJETOR EPSON POWERLITE X39;31019;11934;466;2.607.990.000;16/07/2020;2020
193852;1045431;NOTEBOOK LENOVO THINKPAD E490;31683;12201;345;4.550.000.000;15/07/2020;2020
193851;1045430;CARTA DE SOLOS;33697;11672;305;1.641.330.000;15/07/2020;2020
193850;1045429;CARTA DE SOLOS;33697;11672;305;1.641.330.000;15/07/2020;2020
193849;1045428;CARTA DE SOLOS;33697;11672;305;1.641.330.000;15/07/2020;2020
193848;1045427;NOTEBOOK LENOVO THINKPAD E490;31683;12201;345;4.550.000.000;15/07/2020;2020
193847;1045426;NOTEBOOK LENOVO THINKPAD E490;31683;12201;345;4.550.000.000;15/07/2020;2020
193846;1045425;NOTEBOOK LENOVO THINKPAD E490;31683;12201;345;4.550.000.000;15/07/2020;2020
193845;1045424;NOTEBOOK LENOVO THINKPAD E490;31683;12201;360;4.550.000.000;15/07/2020;2020
193844;1045423;NOTEBOOK LENOVO THINKPAD E490;31683;12201;360;4.550.000.000;15/07/2020;2020
193843;1045422;PROJETOR EPSON POWERLITE W39;33451;10638;360;2.607.990.000;15/07/2020;2020
193842;1045421;PROJETOR EPSON POWERLITE W39;33451;10638;360;2.607.990.000;15/07/2020;2020
193841;1045420;MESA DE ÃUDIO 24 CANAIS;33696;5536;146;4.304.820.000;15/07/2020;2020
193840;1045419;CÃ‚MERA DIGITAL;30098;8620;185;2.246.440.000;07/07/2020;2020
193839;1045418;CÃ‚MERA DIGITAL;30098;8620;185;2.246.440.000;07/07/2020;2020
193838;1045417;LICENÃ‡A DE EXTENSÃƒO PARA CONTROLADORA DE WIRELLES;33695;12187;200;8.650.000.000;10/07/2020;2020
193837;1045416;LICENÃ‡A DE EXTENSÃƒO PARA CONTROLADORA DE WIRELLES;33695;12187;200;8.650.000.000;10/07/2020;2020
193836;1045415;ARMÃRIO ALTO FECHADO 800X45X1600MM;29991;7042;265;673.550.000;08/07/2020;2020
193835;1045414;ARMÃRIO ALTO FECHADO 800X45X1600MM;29991;7042;265;673.550.000;08/07/2020;2020
193834;1045413;ARMÃRIO ALTO FECHADO 800X45X1600MM;29991;7042;265;673.550.000;08/07/2020;2020
193833;1045412;ARMÃRIO ALTO FECHADO 800X45X1600MM;29991;7042;265;673.550.000;08/07/2020;2020
193832;1045411;PROJETOR EPSON POWERLITE W39;31019;10638;148;3.650.000.000;08/07/2020;2020
193831;1045410;BALANÃ‡A DIGITAL ELETRÃ”NICA;31716;7203;424;1.052.820.000;07/07/2020;2020
193830;1045409;BALANÃ‡A DIGITAL ELETRÃ”NICA;31716;7203;424;1.052.820.000;07/07/2020;2020
193829;1045408;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193828;1045407;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193827;1045406;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193826;1045405;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193825;1045404;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193824;1045403;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193823;1045402;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193822;1045401;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193821;1045400;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193820;1045399;MICROCOMPUTADOR PESSOAL - NOTEBOOK;29625;8098;305;3.547.990.000;07/07/2020;2020
193819;1045398;MICROFONE LAPELA;33694;5528;148;1.199.640.000;06/07/2020;2020
193818;1045397;PROCESSADOR DE ALIMENTOS;29898;5879;424;2.776.560.000;25/06/2020;2020
193817;1045396;EXTRATOR DE SUCOS;32973;3631;424;474.800.000;25/06/2020;2020
193816;1045395;CHAPA BIFETEIRA Ã€ GÃS;32943;12186;424;859.270.000;25/06/2020;2020
193815;1045394;MICROSCÃ“PIO ESTEREOSCÃ“PIO BINOCULAR ZOOM DE 20X E 40X Â– BTE-40-B;33693;8247;347;995.560.000;22/06/2020;2020
193814;1045393;MICROSCÃ“PIO ESTEREOSCÃ“PIO BINOCULAR ZOOM DE 20X E 40X Â– BTE-40-B;33693;8247;347;995.560.000;22/06/2020;2020
193813;1045392;MICROSCÃ“PIO ESTEREOSCÃ“PIO BINOCULAR ZOOM DE 20X E 40X Â– BTE-40-B;33693;8247;347;995.560.000;22/06/2020;2020
193812;1045391;MICROSCÃ“PIO ESTEREOSCÃ“PIO BINOCULAR ZOOM DE 20X E 40X Â– BTE-40-B;33693;8247;347;995.560.000;22/06/2020;2020
193811;1045390;MICROSCÃ“PIO ESTEREOSCÃ“PIO BINOCULAR ZOOM DE 20X E 40X Â– BTE-40-B;33693;8247;347;995.560.000;22/06/2020;2020
193810;1045389;MICROSCÃ“PIO ESTEREOSCÃ“PIO BINOCULAR ZOOM DE 20X E 40X Â– BTE-40-B;33693;8247;347;995.560.000;22/06/2020;2020
193809;1045388;PROJETOR MULTIMÃDIA PROJEÃ‡ÃƒO FRONTAL/TRASEIRA/TETO;29625;10582;305;2.058.640.000;22/06/2020;2020
193808;1045387;PROJETOR MULTIMÃDIA PROJEÃ‡ÃƒO FRONTAL/TRASEIRA/TETO;29625;10582;305;2.058.640.000;22/06/2020;2020
193807;1045386;FREEZER HORIZONTAL 546L;33659;12183;424;2.837.180.000;19/06/2020;2020
193806;1045385;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193805;1045384;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193804;1045383;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193803;1045382;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193802;1045381;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193801;1045380;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193800;1045379;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193799;1045378;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193798;1045377;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193797;1045376;COMPUTADOR DELL;30349;8032;161;4.422.650.000;22/06/2020;2020
193796;1045375;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193795;1045374;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193794;1045373;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193793;1045372;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193792;1045371;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193791;1045370;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193790;1045369;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193789;1045368;BANCO EM MADEIRA PLÃSTICA PARA JARDIM;33659;11965;424;615.950.000;19/06/2020;2020
193788;1045367;ARMÃRIO DE AÃ‡O 2 PORTAS;33691;6499;424;1.865.900.000;19/06/2020;2020
193787;1045366;ARMÃRIO DE AÃ‡O 2 PORTAS;33691;6499;424;1.865.900.000;19/06/2020;2020
193786;1045365;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193785;1045364;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193784;1045363;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193783;1045362;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193782;1045361;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193781;1045360;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193780;1045359;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193779;1045358;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193778;1045357;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193777;1045356;MICROCOMPUTADOR DELL OPTIPLEX 7070;30349;5533;161;4.490.000.000;22/06/2020;2020
193776;1045355;REFRESQUEIRA;33690;12182;424;3.088.370.000;19/06/2020;2020
193775;1045354;ESTOFADO TIPO PUFE QUADRADO;29945;8215;424;852.080.000;17/06/2020;2020
193774;1045353;ESTOFADO TIPO PUFE QUADRADO;29945;8215;424;852.080.000;17/06/2020;2020
193773;1045352;BALANÃ‡A ANALÃTICA ELETRÃ”NICA;31062;7957;305;2.487.500.000;19/06/2020;2020
193772;1045351;ARMÃRIO VESTIÃRIO;32926;10815;197;1.588.000.000;03/06/2020;2020
193771;1045350;ARMÃRIO VESTIÃRIO;32926;10815;197;1.588.000.000;03/06/2020;2020
193770;1045349;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193769;1045348;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193768;1045347;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193767;1045346;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193766;1045345;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193765;1045344;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193764;1045343;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193763;1045342;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193762;1045341;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193761;1045340;CAMA CONJUGADA TIPO BELICHE (CATMAT 64947);32926;12003;197;1.601.900.000;03/06/2020;2020
193760;1045339;ARMÃRIO DE AÃ‡O 06 PORTAS;32926;12179;197;926.540.000;03/06/2020;2020
193759;1045338;ARMÃRIO VESTIÃRIO;32926;10815;197;1.588.000.000;03/06/2020;2020
193758;1045337;ARMÃRIO VESTIÃRIO;32926;10815;197;1.588.000.000;03/06/2020;2020
193757;1045336;ARMÃRIO VESTIÃRIO;32926;10815;197;1.588.000.000;03/06/2020;2020
193756;1045335;ARMÃRIO VESTIÃRIO;32926;10815;197;1.588.000.000;03/06/2020;2020
193755;1045334;VIVER E TOMAR PARTIDA, ANITA LEOCADIA PRESTES;29981;11007;148;36.510.000;17/06/2020;2020
193754;1045333;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193753;1045332;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193752;1045331;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193751;1045330;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193750;1045329;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193749;1045328;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193748;1045327;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193747;1045326;LIVRO: VIDAS SECAS;32393;6720;148;92.820.000;17/06/2020;2020
193746;1045325;A VIDA SECRETA DAS ABELHAS, SUE MONK KIDD;33689;7026;148;25.560.000;17/06/2020;2020
193745;1045324;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193744;1045323;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193743;1045322;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193742;1045321;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193741;1045320;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193740;1045319;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193739;1045318;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193738;1045317;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193737;1045316;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193736;1045315;Ã™RSULA, MARIA FIRMINA DOS REIS;33688;5942;148;25.620.000;17/06/2020;2020
193735;1045314;TRISTE FIM DE POLICARPO QUARESMA,  LIMA BARRETO;33680;9784;148;16.590.000;17/06/2020;2020
193734;1045313;TRISTE FIM DE POLICARPO QUARESMA,  LIMA BARRETO;33680;9784;148;16.590.000;17/06/2020;2020
193733;1045312;TRISTE FIM DE POLICARPO QUARESMA,  LIMA BARRETO;33680;9784;148;16.590.000;17/06/2020;2020
193732;1045311;TRISTE FIM DE POLICARPO QUARESMA,  LIMA BARRETO;33680;9784;148;16.590.000;17/06/2020;2020
193731;1045310;TRISTE FIM DE POLICARPO QUARESMA,  LIMA BARRETO;33680;9784;148;16.590.000;17/06/2020;2020
193730;1045309;TRISTE FIM DE POLICARPO QUARESMA,  LIMA BARRETO;33680;9784;148;16.590.000;17/06/2020;2020
193729;1045308;TEORIAS DE APRENDIZAGEM, MARCO ANTONIO MOREIRA;31241;9909;148;87.120.000;17/06/2020;2020
193728;1045307;TEORIAS DE APRENDIZAGEM, MARCO ANTONIO MOREIRA;31241;9909;148;87.120.000;17/06/2020;2020
193727;1045306;TEORIAS DE APRENDIZAGEM, MARCO ANTONIO MOREIRA;31241;9909;148;87.120.000;17/06/2020;2020
193726;1045305;SOBREVIVENDO NO INFERNO, RACIONAIS;30225;6713;148;22.350.000;17/06/2020;2020
193725;1045304;SINTOMAS MÃ“RBIDOS, A ENCRUZILHADA DA ESQUERDA NO BRASIL, SABRINA FERNANDES;33687;8891;148;32.030.000;17/06/2020;2020
193724;1045303;A REPUBLICA DE PLATÃƒO, J. GUINSBURG;32239;6098;148;51.180.000;17/06/2020;2020
193723;1045302;A REPUBLICA DE PLATÃƒO, J. GUINSBURG;32239;6098;148;51.180.000;17/06/2020;2020
193722;1045301;A REPUBLICA DE PLATÃƒO, J. GUINSBURG;32239;6098;148;51.180.000;17/06/2020;2020
193721;1045300;A REPUBLICA DE PLATÃƒO, J. GUINSBURG;32239;6098;148;51.180.000;17/06/2020;2020
193720;1045299;A REPUBLICA DE PLATÃƒO, J. GUINSBURG;32239;6098;148;51.180.000;17/06/2020;2020
193719;1045298;RELATO DE UM CERTO ORIENTE, MILTON HATOUM;30225;6048;148;33.890.000;17/06/2020;2020
193718;1045297;RELATO DE UM CERTO ORIENTE, MILTON HATOUM;30225;6048;148;33.890.000;17/06/2020;2020
193717;1045296;RELATO DE UM CERTO ORIENTE, MILTON HATOUM;30225;6048;148;33.890.000;17/06/2020;2020
193716;1045295;RELATO DE UM CERTO ORIENTE, MILTON HATOUM;30225;6048;148;33.890.000;17/06/2020;2020
193715;1045294;RELATO DE UM CERTO ORIENTE, MILTON HATOUM;30225;6048;148;33.890.000;17/06/2020;2020
193714;1045293;RECORDAÃ‡Ã•ES DO ESCRIVÃƒO ISAÃAS CAMINHA, LIMA BARRETO;30225;11342;148;24.280.000;17/06/2020;2020
193713;1045292;RECORDAÃ‡Ã•ES DO ESCRIVÃƒO ISAÃAS CAMINHA, LIMA BARRETO;30225;11342;148;24.280.000;17/06/2020;2020
193712;1045291;RECORDAÃ‡Ã•ES DO ESCRIVÃƒO ISAÃAS CAMINHA, LIMA BARRETO;30225;11342;148;24.280.000;17/06/2020;2020
193711;1045290;RECORDAÃ‡Ã•ES DO ESCRIVÃƒO ISAÃAS CAMINHA, LIMA BARRETO;30225;11342;148;24.280.000;17/06/2020;2020
193710;1045289;RECORDAÃ‡Ã•ES DO ESCRIVÃƒO ISAÃAS CAMINHA, LIMA BARRETO;30225;11342;148;24.280.000;17/06/2020;2020
193709;1045288;RECORDAÃ‡Ã•ES DO ESCRIVÃƒO ISAÃAS CAMINHA, LIMA BARRETO;30225;11342;148;24.280.000;17/06/2020;2020
193708;1045287;RACISMO, SEXISMO E DESIGUALDADE NO BRASIL, SUELI CARNEIRO;32567;5952;148;20.430.000;17/06/2020;2020
193707;1045286;RACISMO RECREATIVA, ADILSON MOREIRA;33679;5999;148;12.740.000;17/06/2020;2020
193706;1045285;RACISMO ESTRUTURAL , SILVIA ALMEIDA;33679;8968;148;12.740.000;17/06/2020;2020
193705;1045284;QUARTO DE DESPEJO. CAROLINA MARIA DE JESUS;29793;8682;148;32.920.000;17/06/2020;2020
193704;1045283;QUARTO DE DESPEJO. CAROLINA MARIA DE JESUS;29793;8682;148;32.920.000;17/06/2020;2020
193703;1045282;QUARTO DE DESPEJO. CAROLINA MARIA DE JESUS;29793;8682;148;32.920.000;17/06/2020;2020
193702;1045281;QUARTO DE DESPEJO. CAROLINA MARIA DE JESUS;29793;8682;148;32.920.000;17/06/2020;2020
193701;1045280;QUARTO DE DESPEJO. CAROLINA MARIA DE JESUS;29793;8682;148;32.920.000;17/06/2020;2020
193700;1045279;QUARTO DE DESPEJO. CAROLINA MARIA DE JESUS;29793;8682;148;32.920.000;17/06/2020;2020
